term,id,fk,smog,consen,ar,fkg,fks,lwf
cognition,29237744,,17.2,,20.6,16.2,16.22,8.9
cognition,29237385,,19.7,,21.5,18.0,27.69,15.6666666667
cognition,29237377,,18.7,,21.6,18.3,10.94,12.75
cognition,29237334,,14.6,,15.1,12.7,30.77,8.2
cognition,29237276,,15.2,,16.9,13.8,33.34,12.75
cognition,29237068,,9.4,,9.4,5.3,71.61,7.16666666667
cognition,29236984,,15.3,,16.9,14.1,27.22,9.0
cognition,29236767,,20.1,,20.8,18.8,4.21,13.25
cognition,29236695,,0.0,,27.1,6.8,56.93,1.5
cognition,29235935,,17.3,,16.2,15.1,19.06,7.08333333333
cognition,29235616,,16.5,,18.6,15.9,38.59,15.3333333333
cognition,29235615,,17.9,,19.0,16.8,14.8,10.7
cognition,29235507,,13.0,,13.9,11.2,50.97,8.1
cognition,29235143,,17.7,,19.2,16.6,9.99,10.0833333333
cognition,29235136,,15.0,,15.6,12.7,36.08,6.5
cognition,29235071,,17.8,,21.7,18.3,27.08,12.875
cognition,29235070,,17.9,,20.0,16.0,22.34,8.33333333333
cognition,29235036,,18.8,,23.2,18.9,9.22,12.1
cognition,29234898,,17.8,,19.1,17.0,24.92,12.375
cognition,29234725,,17.9,,20.1,17.3,13.48,12.875
cognition,29234724,,14.0,,14.6,10.4,53.0,11.25
cognition,29234402,,15.6,,16.5,13.3,34.56,8.5
cognition,29234294,,17.7,,18.2,15.3,29.38,10.7
cognition,29234273,,16.8,,21.3,15.6,17.84,7.08333333333
cognition,29234089,,17.3,,20.8,17.6,12.77,12.1
cognition,29233786,,19.0,,20.3,17.8,17.68,12.0
cognition,29233783,,10.4,,12.1,7.5,60.51,5.1875
cognition,29233654,,19.6,,22.7,19.6,-3.35,14.125
cognition,29233642,,17.1,,20.4,14.6,31.21,10.3
cognition,29233478,,14.0,,16.1,12.8,30.57,7.78571428571
cognition,29233469,,15.0,,15.8,13.6,28.43,11.2
cognition,29233204,,18.1,,19.7,17.3,13.38,12.5
cognition,29233183,,16.5,,17.4,14.3,32.02,12.1
cognition,29233071,,16.6,,18.3,15.7,28.37,8.6
cognition,29232966,,14.9,,18.6,14.3,26.61,8.7
cognition,29232904,,18.4,,19.7,17.5,2.14,7.91666666667
cognition,29232847,,17.0,,18.2,15.8,28.06,10.2
cognition,29232704,,15.9,,18.5,14.4,42.65,12.0
cognition,29232703,,14.3,,14.9,12.2,42.82,7.5
cognition,29232596,,16.6,,17.6,14.4,26.4,11.875
cognition,29232595,,17.9,,18.7,16.1,22.04,12.5
cognition,29232594,,19.4,,20.9,18.6,15.54,13.625
cognition,29232251,,16.3,,20.9,16.6,15.31,11.4
cognition,29231443,,18.8,,20.9,18.0,6.34,14.25
cognition,29231355,,13.0,,14.4,11.3,39.74,6.58333333333
cognition,29231139,,17.9,,19.1,16.1,16.52,7.33333333333
cognition,29231006,,19.8,,22.4,18.3,5.42,13.0
cognition,29230635,,14.1,,14.9,12.4,37.1,13.75
cognition,29230619,,19.4,,22.8,18.4,16.05,12.125
cognition,29230602,,19.8,,22.9,20.5,-5.58,20.6666666667
cognition,29230542,,15.3,,19.0,15.1,19.16,10.9
cognition,29230520,,17.2,,19.1,16.5,15.61,15.0
cognition,29230276,,15.4,,16.0,13.6,28.43,8.25
cognition,29230170,,15.1,,16.6,13.2,34.97,10.2
cognition,29230157,,16.8,,15.9,13.5,28.74,7.58333333333
cognition,29230059,,15.4,,16.6,13.1,35.07,8.8
cognition,29229968,,18.1,,18.1,17.1,13.88,14.0
cognition,29229861,,17.1,,20.3,17.4,13.28,15.25
cognition,29229820,,19.6,,19.8,17.8,12.26,10.2
cognition,29229547,,18.8,,21.0,17.6,18.08,12.5
cognition,29229546,,15.7,,17.7,13.1,35.17,7.25
cognition,29229431,,18.4,,21.8,17.0,19.5,15.625
cognition,29229413,,18.5,,22.4,18.4,21.47,13.875
cognition,29229396,,11.8,,12.0,8.8,57.06,6.07142857143
cognition,29229141,,15.6,,19.0,14.6,20.58,7.57142857143
cognition,29228864,,16.3,,17.8,15.0,19.37,11.4
cognition,29228757,,17.8,,21.0,15.9,27.86,8.3
cognition,29228293,,13.3,,14.0,11.5,39.43,5.5
cognition,29228120,,17.4,,21.2,17.8,6.64,11.6
cognition,29228071,,13.2,,14.8,10.8,51.89,13.25
cognition,29228008,,16.4,,18.6,15.8,28.06,10.8
cognition,29227799,,14.1,,15.2,11.1,45.66,7.58333333333
cognition,29227796,,15.9,,16.8,14.4,20.89,6.625
cognition,29227757,,16.3,,15.9,14.3,32.12,12.625
cognition,29227625,,19.6,,21.0,18.3,10.74,11.5
cognition,29227583,,16.2,,18.8,15.2,29.59,13.125
cognition,29227328,,16.3,,17.3,14.7,25.59,8.66666666667
cognition,29226960,,17.9,,19.1,16.8,14.7,7.8
cognition,29226809,,15.2,,15.9,12.9,35.78,12.625
cognition,29226792,,16.9,,19.1,14.7,36.42,12.625
cognition,29226786,,18.5,,18.2,16.8,14.7,9.0
cognition,29226785,,16.1,,19.0,14.2,27.01,8.0
cognition,29226762,,18.7,,20.7,16.6,26.03,17.1666666667
cognition,29226696,,18.2,,19.7,16.9,14.39,8.9
cognition,29226355,,16.3,,17.8,15.4,29.28,13.625
cognition,29226270,,16.1,,15.9,13.9,33.14,6.66666666667
cognition,29225912,,16.7,,16.2,14.2,27.01,10.6
cognition,29225584,,14.2,,14.6,11.1,40.24,11.3
cognition,29225466,,18.1,,18.0,16.3,21.53,12.5
cognition,29225465,,15.5,,15.3,13.0,40.89,12.875
cognition,29225439,,14.1,,15.8,12.5,31.28,6.375
cognition,29225371,,15.6,,16.4,12.6,41.9,6.21428571429
cognition,29225339,,15.5,,16.4,13.6,23.02,5.4375
cognition,29225337,,17.9,,20.9,17.5,18.39,14.375
cognition,29225332,,13.7,,14.3,11.8,33.2,8.0
cognition,29225066,,16.6,,16.8,15.4,23.87,8.91666666667
cognition,29225064,,17.9,,21.9,16.4,26.54,15.0
cognition,29225063,,15.3,,18.5,15.1,24.48,11.3
cognition,29224583,,16.8,,19.0,15.5,12.83,6.5
cognition,29224581,,16.3,,18.1,15.5,12.83,8.91666666667
cognition,29224261,,13.7,,19.8,10.6,47.08,6.57142857143
cognition,29224181,,16.5,,17.3,13.8,33.44,16.5
cognition,29224173,,16.7,,18.2,14.7,25.69,8.33333333333
cognition,29223929,,16.9,,18.2,14.8,36.02,13.625
cognition,29223871,,14.7,,17.6,14.5,15.47,6.42857142857
cognition,29223864,,14.1,,15.5,12.4,36.89,5.35714285714
cognition,29223779,,13.7,,13.2,11.2,50.97,7.0
cognition,29223770,,18.1,,19.3,16.2,21.74,13.375
cognition,29223768,,13.8,,15.9,12.0,38.01,7.64285714286
cognition,29223763,,19.1,,23.1,19.2,3.19,11.8
cognition,29223742,,19.1,,22.8,18.9,3.8,12.125
cognition,29223741,,13.8,,12.6,11.3,50.67,11.875
cognition,29223739,,18.1,,19.7,16.2,16.22,9.0
cognition,29223682,,19.2,,21.7,17.8,17.47,7.2
cognition,29223581,,17.6,,20.5,17.4,29.32,13.625
cognition,29223496,,16.0,,17.6,14.8,19.87,12.2
cognition,29223425,,19.2,,22.0,18.9,4.0,14.25
cognition,29223180,,13.9,,14.8,12.6,30.97,11.7
cognition,29223101,,15.9,,15.4,13.0,35.37,7.41666666667
cognition,29223069,,16.0,,16.6,13.9,27.62,10.5
cognition,29223033,,17.0,,18.9,15.3,24.17,11.7
cognition,29222993,,18.8,,20.1,17.3,13.48,11.5
cognition,29222818,,17.3,,19.2,15.5,23.56,8.7
cognition,29222722,,20.0,,21.0,18.3,21.67,13.375
cognition,29222609,,16.0,,17.7,15.7,6.91,6.07142857143
cognition,29222544,,14.2,,15.6,12.7,25.56,8.0
cognition,29222224,,16.0,,17.8,16.9,3.66,10.1666666667
cognition,29222023,,14.3,,17.0,12.0,38.11,5.78571428571
cognition,29221834,,16.1,,17.3,15.2,18.96,8.58333333333
cognition,29221830,,17.3,,21.0,18.1,11.35,15.625
cognition,29221785,,18.5,,20.8,17.5,18.39,12.625
cognition,29221763,,17.1,,19.4,16.2,27.15,17.8333333333
cognition,29221512,,16.6,,19.7,16.7,20.52,13.125
cognition,29221509,,15.2,,15.7,13.9,22.41,5.75
cognition,29220541,,11.5,,10.9,9.9,43.39,10.6
cognition,29220386,,16.8,,17.1,15.0,19.57,11.0
cognition,29220375,,14.8,,14.8,12.7,36.28,11.5
cognition,29220349,,15.2,,15.7,13.0,35.37,7.66666666667
cognition,29220126,,14.9,,14.6,12.8,46.71,13.0
cognition,29219104,,10.9,,11.7,7.6,60.21,8.25
cognition,29218848,,16.2,,17.9,14.0,27.52,7.0
cognition,29218792,,20.3,,22.7,19.5,13.01,16.1666666667
cognition,29218702,,17.2,,17.7,15.8,17.44,8.33333333333
cognition,29218543,,16.9,,18.1,14.2,37.64,12.75
cognition,29218327,,15.7,,18.9,16.0,22.24,12.2
cognition,29218023,,14.8,,13.5,13.5,34.05,10.4
cognition,29218021,,15.7,,16.6,14.1,27.11,6.07142857143
cognition,29218005,,19.1,,22.2,18.3,10.74,11.6
cognition,29218001,,16.1,,19.4,14.7,20.18,7.5
cognition,29217996,,17.2,,20.7,17.3,13.58,7.83333333333
cognition,29217669,,16.8,,19.0,14.9,30.4,12.5
cognition,29217543,,17.5,,20.2,17.4,7.86,14.3333333333
cognition,29217542,,17.9,,20.2,18.0,6.13,13.5
cognition,29217410,,15.4,,18.3,14.4,26.4,6.41666666667
cognition,29217409,,17.1,,18.7,16.4,10.5,8.33333333333
cognition,29217360,,13.2,,14.9,12.2,32.19,7.58333333333
cognition,29217330,,0.0,,44.4,36.3,-25.13,56.0
cognition,29217297,,18.5,,20.9,17.5,7.45,10.1
cognition,29217283,,18.6,,20.8,17.9,17.17,12.5
cognition,29217146,,14.0,,15.3,12.6,30.97,6.25
cognition,29216834,,16.5,,16.7,14.2,32.43,13.25
cognition,29216519,,15.6,,15.3,12.6,36.39,6.83333333333
cognition,29216478,,14.3,,14.5,12.8,35.88,7.83333333333
cognition,29216439,,12.6,,12.7,10.4,47.49,8.8
cognition,29215576,,15.4,,18.0,15.5,18.15,14.25
cognition,29215310,,16.1,,17.8,14.9,30.6,12.625
cognition,29215071,,14.8,,17.3,13.9,27.62,6.92857142857
cognition,29215039,,17.4,,18.9,17.0,8.88,15.0
cognition,29215034,,15.3,,15.5,14.4,26.51,10.8
cognition,29214905,,18.4,,19.9,18.5,-0.41,12.0
cognition,29214872,,14.8,,15.6,12.3,37.2,6.75
cognition,29214859,,21.0,,22.5,19.4,8.0,19.3333333333
cognition,29214828,,15.8,,16.5,14.6,20.58,7.41666666667
cognition,29214826,,16.2,,17.3,15.0,19.37,8.33333333333
cognition,29214796,,14.9,,17.1,14.6,25.9,10.6
cognition,29214726,,13.0,,14.9,11.5,39.33,6.85714285714
cognition,29214553,,16.6,,18.8,16.1,32.77,13.375
cognition,29213523,,13.8,,13.9,11.6,39.03,10.1666666667
cognition,29213519,,16.3,,17.4,14.9,19.67,10.1666666667
cognition,29213518,,17.2,,18.4,16.1,16.62,11.2
cognition,29213510,,18.2,,21.5,17.6,23.39,12.25
cognition,29213506,,16.7,,19.0,15.8,28.06,13.375
cognition,29213505,,16.0,,16.8,14.3,26.61,7.5
cognition,29213502,,13.8,,14.2,12.7,25.46,4.11111111111
cognition,29213498,,18.8,,20.0,17.9,11.85,15.5
cognition,29213496,,18.3,,20.9,16.9,19.91,10.6
cognition,29213494,,15.5,,15.9,13.5,34.26,8.41666666667
cognition,29213493,,17.0,,18.1,15.8,17.34,11.2
cognition,29213234,,15.7,,18.8,15.8,28.17,14.125
cognition,29212922,,17.3,,19.2,16.0,27.66,12.125
cognition,29212830,,17.4,,19.9,16.6,31.45,18.0
cognition,29212749,,17.5,,17.3,14.3,37.44,10.3
cognition,29212607,,16.6,,19.3,15.0,24.88,11.4
cognition,29212528,,14.1,,16.1,12.4,36.89,5.11111111111
cognition,29212493,,17.4,,19.7,16.7,20.42,12.2
cognition,29212415,,17.6,,19.8,17.0,8.77,7.07142857143
cognition,29211831,,18.0,,20.5,16.8,14.7,11.1
cognition,29211727,,13.0,,13.9,11.0,51.48,7.16666666667
cognition,29211655,,17.7,,19.5,17.1,8.57,8.16666666667
cognition,29211652,,16.5,,19.9,15.6,23.36,11.9
cognition,29211234,,14.9,,15.0,12.9,35.78,7.08333333333
cognition,29211233,,15.1,,15.3,13.2,34.86,8.33333333333
cognition,29211166,,14.4,,15.1,12.1,43.12,13.75
cognition,29211116,,12.1,,12.6,10.1,42.88,4.27777777778
cognition,29211026,,16.3,,16.8,14.5,31.41,8.5
cognition,29210754,,17.0,,17.3,15.3,18.65,8.66666666667
cognition,29210654,,16.3,,18.2,15.7,17.64,10.2
cognition,29210605,,14.9,,15.0,12.0,38.01,6.66666666667
cognition,29210020,,14.0,,14.3,11.2,50.87,7.91666666667
cognition,29210000,,17.1,,17.6,15.1,24.48,12.25
cognition,29209942,,15.6,,16.0,14.3,32.12,11.875
cognition,29209876,,15.3,,18.3,14.2,37.64,12.625
cognition,29209804,,19.4,,24.0,19.6,18.32,8.4
cognition,29209802,,16.5,,18.7,13.6,28.54,7.25
cognition,29209781,,16.4,,17.0,13.3,29.25,8.2
cognition,29209396,,17.6,,20.0,16.4,10.3,7.08333333333
cognition,29209373,,15.5,,14.7,14.3,21.19,7.0
cognition,29209257,,15.5,,16.8,14.0,32.94,12.5
cognition,29209253,,16.1,,15.7,13.7,38.96,10.3
cognition,29209251,,16.6,,18.2,15.3,29.48,8.5
cognition,29209250,,19.0,,21.2,18.0,17.07,13.375
cognition,29209244,,17.3,,19.1,16.1,27.45,12.875
cognition,29209238,,19.9,,25.2,20.2,0.45,14.375
cognition,29209203,,19.7,,21.9,19.7,-9.07,12.2
cognition,29209183,,15.9,,18.0,15.0,24.78,8.25
cognition,29209180,,18.6,,20.8,16.1,27.35,8.8
cognition,29209179,,17.4,,18.4,16.9,14.49,10.7
cognition,29209058,,19.3,,23.2,19.3,8.2,13.125
cognition,29209023,,15.7,,18.0,15.3,29.48,11.9
cognition,29209020,,17.5,,19.8,16.8,14.8,11.7
cognition,29208976,,17.0,,16.8,15.4,23.87,12.0
cognition,29208913,,16.0,,16.9,15.0,19.37,12.2
cognition,29208840,,11.2,,11.1,8.0,59.09,5.78571428571
cognition,29208492,,21.0,,24.0,21.0,3.84,15.375
cognition,29208423,,16.1,,19.2,15.4,29.08,7.66666666667
cognition,29208222,,17.9,,19.2,16.9,20.01,10.5
cognition,29208197,,16.6,,18.7,14.4,26.4,8.6
cognition,29207954,,12.4,,10.8,8.9,56.86,7.41666666667
cognition,29207901,,13.4,,14.6,11.1,40.24,7.91666666667
cognition,29206864,,10.8,,9.2,8.1,58.89,7.25
cognition,29206623,,20.8,,21.5,19.4,2.58,11.375
cognition,29206485,,17.6,,18.6,15.3,24.07,8.2
cognition,29206481,,16.0,,18.7,15.0,30.09,12.5
cognition,29206101,,15.1,,17.3,14.2,27.01,7.5
cognition,29205993,,16.8,,18.2,15.5,18.25,7.75
cognition,29205618,,17.3,,18.4,16.6,9.89,7.71428571429
cognition,29205472,,14.6,,16.4,12.6,30.97,5.375
cognition,29205377,,18.5,,21.7,17.3,18.79,10.7
cognition,29205065,,16.3,,17.4,13.5,34.26,7.66666666667
cognition,29204929,,14.6,,18.4,13.6,39.26,13.875
cognition,29204908,,13.6,,14.4,10.7,46.78,10.9
cognition,29204273,,16.1,,17.9,14.5,31.62,17.1666666667
cognition,29204259,,16.0,,17.7,15.0,30.2,13.25
cognition,29204132,,17.8,,18.7,16.4,26.54,7.6
cognition,29204128,,17.5,,19.9,16.8,14.7,10.6
cognition,29204112,,15.0,,17.0,14.4,37.23,10.8
cognition,29203896,,17.7,,20.4,16.8,14.8,10.5
cognition,29203849,,19.8,,23.5,19.4,2.58,17.1666666667
cognition,29203803,,17.3,,18.8,16.2,21.84,10.6
cognition,29203790,,0.0,,5.0,4.8,83.66,5.0
cognition,29203749,,16.9,,18.1,16.1,27.35,11.1
cognition,29203616,,18.4,,18.8,16.5,21.02,18.5
cognition,29203575,,15.5,,17.5,13.1,29.65,5.5
cognition,29203456,,17.7,,19.8,16.6,20.62,12.0
cognition,29203423,,18.9,,20.8,18.5,-0.51,10.6
cognition,29203336,,13.1,,13.3,10.2,47.99,10.4
cognition,29203202,,16.4,,17.8,15.0,24.88,9.0
cognition,29203121,,20.0,,22.2,18.8,15.04,17.3333333333
cognition,29203023,,17.3,,21.0,17.5,12.87,11.1
cognition,29202895,,14.8,,16.9,14.2,37.64,8.6
cognition,29202778,,14.6,,15.5,13.1,35.17,8.41666666667
cognition,29202534,,14.3,,26.4,11.2,40.04,6.83333333333
cognition,29202529,,11.9,,24.0,9.9,43.59,11.5
cognition,29202364,,17.1,,18.3,15.7,28.37,17.3333333333
cognition,29202318,,14.9,,16.8,13.9,38.35,13.0
cognition,29202275,,14.7,,17.3,13.1,40.58,7.66666666667
cognition,29201996,,12.8,,14.2,10.1,53.71,12.375
cognition,29201993,,15.9,,16.9,14.2,21.5,5.1875
cognition,29201991,,14.3,,17.2,12.8,30.67,6.71428571429
cognition,29201549,,18.5,,21.5,16.9,19.91,9.0
cognition,29201342,,13.0,,17.7,14.5,47.66,18.3333333333
cognition,29201340,,18.9,,19.8,17.2,19.2,11.3
cognition,29201007,,14.5,,16.8,12.0,38.11,11.2
cognition,29200640,,17.3,,19.8,16.7,25.83,8.8
cognition,29200563,,11.8,,11.4,8.2,58.69,6.5
cognition,29200511,,19.7,,21.9,19.0,14.53,12.75
cognition,29200435,,21.2,,23.9,22.0,-9.54,15.375
cognition,29200011,,15.4,,13.8,11.7,44.14,11.875
cognition,29199955,,15.2,,15.8,13.9,33.14,11.2
cognition,29199872,,15.5,,16.2,13.9,27.83,8.5
cognition,29199845,,16.2,,19.4,15.6,28.67,14.125
cognition,29199109,,15.7,,19.4,14.9,30.4,7.0
cognition,29198450,,17.5,,19.5,16.7,9.59,8.0
cognition,29198443,,17.3,,18.8,15.4,23.87,11.3
cognition,29198285,,17.8,,20.0,16.7,20.31,12.875
cognition,29198284,,18.1,,20.8,17.6,17.98,8.58333333333
cognition,29198283,,15.4,,18.2,14.3,37.34,10.7
cognition,29198280,,14.7,,15.8,13.2,34.97,10.6
cognition,29198279,,16.0,,17.4,13.6,33.85,13.75
cognition,29198276,,16.2,,19.3,15.8,22.85,11.2
cognition,29198275,,18.0,,19.0,16.8,14.7,13.75
cognition,29198274,,17.6,,21.9,17.4,24.0,15.5
cognition,29198273,,18.2,,20.3,17.3,18.89,17.8333333333
cognition,29198269,,15.7,,15.1,13.0,46.1,12.375
cognition,29198217,,15.9,,19.9,15.9,17.13,7.28571428571
cognition,29197964,,15.3,,12.9,11.7,38.92,4.9375
cognition,29197929,,14.1,,15.8,11.1,40.45,10.8
cognition,29197727,,16.5,,19.7,16.4,32.06,13.5
cognition,29197726,,16.4,,19.5,15.8,17.44,10.8
cognition,29197698,,22.1,,27.0,22.4,5.5,18.3333333333
cognition,29197614,,18.7,,20.6,18.0,11.65,11.2
consciousness,29370729,,17.4,,19.0,17.0,8.77,15.375
consciousness,29359717,,11.5,,19.7,8.3,69.11,7.33333333333
consciousness,29359046,,15.2,,14.0,11.7,44.24,8.0
consciousness,29357469,,16.8,,18.6,15.7,23.05,10.3
consciousness,29354948,,14.5,,15.6,13.1,40.48,10.5
consciousness,29354909,,16.7,,20.6,16.2,27.15,18.8333333333
consciousness,29354332,,17.3,,18.6,16.3,26.85,12.0
consciousness,29349346,,17.7,,18.5,15.6,28.67,13.375
consciousness,29347379,,14.6,,14.1,12.2,42.92,10.125
consciousness,29347348,,20.1,,23.9,20.4,10.87,16.3333333333
consciousness,29347072,,22.3,,27.1,22.9,4.18,18.0
consciousness,29344472,,15.5,,15.7,13.3,29.35,7.41666666667
consciousness,29344469,,14.7,,15.0,12.9,35.78,8.66666666667
consciousness,29342808,,18.2,,23.0,19.1,-7.34,10.6666666667
consciousness,29338163,,14.9,,13.3,11.3,45.25,6.07142857143
consciousness,29333233,,0.0,,26.5,22.4,5.5,22.0
consciousness,29333775,,15.1,,21.5,12.0,43.32,8.41666666667
consciousness,29332774,,16.9,,17.2,15.1,35.31,12.125
consciousness,29328752,,16.5,,17.2,15.3,29.38,13.375
consciousness,29327682,,13.1,,13.5,11.5,44.64,7.0
consciousness,29326652,,12.0,,11.5,8.8,51.85,3.9
consciousness,29326648,,15.4,,16.5,12.7,41.7,12.375
consciousness,29321737,,16.9,,18.7,17.3,2.65,11.4
consciousness,29319113,,14.7,,15.5,12.5,42.21,8.58333333333
consciousness,29318859,,15.6,,19.9,15.0,30.3,10.2
consciousness,29318066,,15.3,,15.4,12.5,36.69,8.16666666667
consciousness,29317073,,18.4,,21.7,18.7,20.55,10.4
consciousness,29312048,,17.9,,19.9,16.7,20.42,14.25
consciousness,29310894,,11.6,,13.0,9.1,45.52,8.83333333333
consciousness,29310816,,10.5,,8.7,6.7,62.54,3.54545454545
consciousness,29308083,,14.6,,15.1,12.8,30.57,5.6875
consciousness,29307451,,13.8,,16.3,12.7,47.01,13.875
consciousness,29306214,,11.6,,14.6,9.4,44.91,12.25
consciousness,29300881,,15.6,,17.3,14.3,32.02,14.625
consciousness,29299212,,15.6,,18.2,14.9,30.5,8.7
consciousness,29298568,,15.1,,16.7,13.1,35.17,10.5
consciousness,29297896,,15.9,,16.2,13.8,38.76,11.625
consciousness,29297840,,15.7,,18.1,14.0,32.73,13.0
consciousness,29296627,,17.3,,19.5,16.4,31.85,13.375
consciousness,29295275,,17.5,,19.5,16.2,21.74,7.7
consciousness,29294388,,17.6,,19.9,16.7,20.42,11.0
consciousness,29293485,,15.5,,18.8,14.5,20.68,8.25
consciousness,29292074,,15.4,,17.7,13.7,33.65,10.8
consciousness,29290509,,17.0,,19.6,15.2,24.27,6.57142857143
consciousness,29288749,,16.7,,19.8,16.5,26.44,12.0
consciousness,29286838,,12.9,,13.1,10.6,41.77,5.64285714286
consciousness,29285853,,15.9,,17.5,13.6,28.54,10.8
consciousness,29285704,,12.7,,13.3,10.6,46.98,5.0625
consciousness,29285158,,14.0,,15.6,13.6,39.16,10.2
consciousness,29284874,,11.6,,11.7,9.0,51.14,6.16666666667
consciousness,29284489,,21.0,,21.3,18.9,3.8,12.0
consciousness,29284225,,17.2,,18.3,15.6,23.16,8.58333333333
consciousness,29283750,,15.9,,17.5,14.2,26.81,7.5
consciousness,29282343,,13.3,,12.8,11.0,45.96,7.9
consciousness,29282340,,18.8,,25.6,20.7,-17.02,12.125
consciousness,29281194,,13.0,,13.9,11.9,48.94,8.08333333333
consciousness,29280291,,13.7,,16.6,12.4,31.58,8.08333333333
consciousness,29279707,,15.9,,17.1,15.1,13.85,5.85714285714
consciousness,29279641,,15.2,,16.7,13.8,33.24,10.4
consciousness,29279639,,13.5,,13.0,12.3,31.99,8.25
consciousness,29279498,,15.1,,15.2,12.7,30.77,6.5
consciousness,29278634,,14.1,,13.8,11.8,38.52,17.8333333333
consciousness,29278257,,17.7,,16.7,15.9,17.03,11.6
consciousness,29278256,,18.5,,20.3,17.1,19.3,8.7
consciousness,29277589,,15.4,,17.4,13.5,34.15,7.5
consciousness,29277588,,11.0,,9.7,7.9,59.5,6.83333333333
consciousness,29276608,,13.0,,13.5,11.5,33.92,4.35
consciousness,29276387,,13.9,,15.4,12.2,26.67,5.64285714286
consciousness,29275163,,17.6,,20.5,16.7,20.31,10.9
consciousness,29274834,,17.3,,19.7,16.0,11.51,7.14285714286
consciousness,29274225,,17.9,,21.9,18.2,27.19,17.5
consciousness,29274102,,14.1,,17.5,13.0,24.54,14.0
consciousness,29271142,,22.3,,29.5,23.8,1.94,24.0
consciousness,29271015,,16.5,,18.9,14.9,24.98,8.83333333333
consciousness,29270939,,18.0,,19.3,16.5,20.92,10.9
consciousness,29270362,,15.1,,14.3,12.1,43.22,8.9
consciousness,29269960,,15.7,,19.1,15.1,19.26,7.33333333333
consciousness,29269912,,13.7,,15.9,12.5,36.79,7.75
consciousness,29269694,,15.7,,16.2,14.6,25.8,8.33333333333
consciousness,29269633,,13.0,,13.2,10.2,42.68,5.5625
consciousness,29269049,,16.7,,19.6,16.1,11.31,11.9
consciousness,29268170,,15.3,,17.2,14.2,26.81,9.0
consciousness,29267368,,12.7,,13.3,11.5,33.81,8.33333333333
consciousness,29266586,,19.8,,22.7,19.0,14.53,13.5
consciousness,29265938,,13.7,,14.1,10.5,52.6,8.8
consciousness,29265712,,15.6,,17.5,13.4,39.67,12.125
consciousness,29265453,,15.2,,16.6,12.7,30.77,6.5
consciousness,29265173,,11.5,,11.1,8.2,58.79,13.5
consciousness,29265096,,12.5,,23.6,9.8,54.52,5.9375
consciousness,29264073,,15.0,,16.9,13.7,22.92,6.58333333333
consciousness,29262440,,17.9,,18.2,16.3,21.43,13.875
consciousness,29261570,,14.2,,16.1,12.5,31.38,5.78571428571
consciousness,29260015,,15.4,,15.3,12.6,41.8,8.6
consciousness,29259941,,18.4,,20.1,17.3,18.79,12.375
consciousness,29258788,,14.2,,14.8,12.3,37.3,7.58333333333
consciousness,29257908,,15.9,,18.2,14.7,36.32,13.375
consciousness,29256931,,14.7,,13.1,11.6,44.34,6.91666666667
consciousness,29255794,,16.8,,17.9,15.5,18.15,11.0
consciousness,29255505,,16.2,,17.0,13.6,33.75,10.1
consciousness,29255502,,13.0,,11.3,10.7,46.67,7.33333333333
consciousness,29255498,,14.7,,15.4,13.8,33.44,7.58333333333
consciousness,29254105,,21.9,,26.6,21.1,8.95,17.5
consciousness,29253783,,18.1,,21.2,16.7,20.42,11.2
consciousness,29253019,,14.8,,13.9,13.1,29.65,11.7
consciousness,29250028,,11.0,,12.5,9.6,49.62,10.2
consciousness,29250024,,12.7,,11.3,9.7,49.52,7.08333333333
consciousness,29249744,,13.5,,13.9,11.1,40.24,6.78571428571
consciousness,29249740,,18.5,,19.8,17.0,14.29,11.4
consciousness,29249641,,16.9,,20.3,15.9,17.13,10.5
consciousness,29249173,,15.9,,15.9,13.0,40.89,8.9
consciousness,29249055,,14.4,,15.2,12.7,36.08,6.66666666667
consciousness,29247977,,17.3,,17.4,15.2,29.69,10.5
consciousness,29247750,,17.9,,18.6,15.3,18.55,7.33333333333
consciousness,29247116,,14.0,,14.8,13.1,35.17,7.42857142857
consciousness,29246628,,16.2,,18.9,15.0,13.95,5.75
consciousness,29246600,,12.4,,12.4,10.2,48.2,10.4
consciousness,29246198,,11.1,,11.4,8.7,52.05,5.92857142857
consciousness,29245361,,13.7,,14.9,11.9,38.21,6.0
consciousness,29245300,,16.6,,18.8,15.1,24.58,10.1
consciousness,29245288,,13.3,,14.2,11.5,39.43,5.92857142857
consciousness,29245268,,14.3,,16.9,13.2,24.24,6.07142857143
consciousness,29245234,,15.8,,16.2,14.1,21.9,6.35714285714
consciousness,29243901,,13.6,,12.8,10.8,46.57,7.41666666667
consciousness,29241237,,14.4,,15.0,13.1,40.69,11.1
consciousness,29241116,,15.9,,17.2,14.6,31.21,11.4
consciousness,29240320,,12.8,,11.4,9.7,49.31,8.6
consciousness,29240027,,12.5,,12.6,9.8,43.69,4.55
consciousness,29238116,,17.8,,21.4,16.5,31.65,14.375
consciousness,29236942,,15.3,,15.2,12.5,36.69,7.5
consciousness,29236555,,15.1,,18.9,14.2,37.74,10.8
consciousness,29234817,,21.1,,22.8,19.6,1.97,10.8
consciousness,29234735,,13.7,,13.0,11.5,34.02,4.38888888889
consciousness,29233537,,17.4,,18.6,16.3,16.12,11.7
consciousness,29233478,,14.0,,16.1,12.8,30.57,7.78571428571
consciousness,29233459,,14.3,,15.8,11.9,38.21,6.35714285714
consciousness,29232836,,16.0,,17.0,14.3,26.61,12.625
