id,term,n_words,has_source_link,has_article_link,has_other_link,region,journal
dia192,diabetes,444,True,True,False,namerica,Arthritis Care & Research
dia193,diabetes,355,False,False,False,namerica,New England Journal of Medicine
dia194,diabetes,198,True,True,False,europe,Frontiers in Physiology
dia195,diabetes,584,False,False,False,namerica,
dia196,diabetes,395,True,False,False,namerica,Proceedings of the Royal Society B
dia197,diabetes,373,False,True,False,europe,Scandinavian Journal of Medicine and Science in Sports
dia198,diabetes,350,False,False,False,namerica,JAMA
dia199,diabetes,334,True,False,False,namerica,The Lancet Diabetes & Endocrinology
dia200,diabetes,168,False,False,True,namerica,
dia201,diabetes,153,False,False,True,namerica,JAMA 
dia202,diabetes,231,False,False,False,namerica,SIAM Journal on Applied Mathematics
dia203,diabetes,311,False,False,False,namerica,JAMA
dia204,diabetes,384,True,True,False,europe,Lancet Infectious Diseases
dia205,diabetes,206,True,True,False,namerica,CMAJ Open
dia206,diabetes,237,False,False,False,namerica,JAMA Internal Medicine
dia207,diabetes,258,True,True,False,europe,Diabetes & Metabolism
dia208,diabetes,87,False,True,False,namerica,Journal of Clinical Investigation
dia209,diabetes,320,False,True,True,namerica,Lancet Diabetes and Endocrinology
dia210,diabetes,158,True,False,False,namerica,
dia211,diabetes,360,True,False,False,europe,The Lancet Diabetes & Endocrinology
dia212,diabetes,240,True,False,False,namerica,
dia213,diabetes,471,True,False,False,namerica,PLOS ONE
dia214,diabetes,420,False,True,False,namerica,Journal of Clinical Investigation
dia215,diabetes,404,True,True,False,namerica,Nature
dia216,diabetes,187,True,False,False,namerica,
dia217,diabetes,315,False,False,False,namerica,Optometry and Vision Science
dia218,diabetes,294,True,True,False,europe,Circulation
dia219,diabetes,308,False,False,False,namerica,Human Reproduction
dia220,diabetes,192,True,True,False,namerica,American Journal of Medical Genetics
dia221,diabetes,309,False,True,False,europe,Nature Immunology
dia222,diabetes,170,True,True,False,namerica,Physical Review E
dia223,diabetes,283,True,True,False,namerica,American Journal of Pathology
dia224,diabetes,294,True,True,False,namerica,Cureus
dia225,diabetes,330,True,True,False,europe,Nature
dia226,diabetes,194,False,True,False,namerica,PLOS Pathogens
dia227,diabetes,194,False,True,False,namerica,PLOS Pathogens
dia228,diabetes,325,False,False,False,namerica,The Journal of Neuroscience Methods
dia229,diabetes,352,False,True,False,namerica,Current Biology
dia230,diabetes,343,False,False,False,namerica,"Brain, Behavior and Immunity"
dia231,diabetes,335,False,True,False,namerica,PeerJ
dia232,diabetes,205,True,False,False,namerica,SIAM Journal on Scientific Computing
dia233,diabetes,397,True,True,False,namerica,Current Biology
dia234,diabetes,728,True,False,False,namerica,
dia235,diabetes,344,False,False,False,europe,BMC Public Health
dia236,diabetes,197,True,False,False,namerica,Public Health Nutrition
dia237,diabetes,330,False,True,False,europe,Nature
dia238,diabetes,343,False,False,False,namerica,Neurology
dia239,diabetes,337,False,False,False,namerica,Nature
dia240,diabetes,263,False,True,False,australia,Journal of the American Society of Nephrology
dia241,diabetes,64,False,False,False,namerica,
dia242,diabetes,254,False,True,False,namerica,Nature
dia243,diabetes,310,True,True,False,namerica,PLOS ONE
dia244,diabetes,455,False,False,False,namerica,Nature
dia245,diabetes,649,True,False,False,namerica,
dia246,diabetes,288,True,False,False,europe,JAMA
dia247,diabetes,226,False,False,False,namerica,Circulation
dia248,diabetes,171,True,True,False,europe,The Journal of Physiology
dia249,diabetes,228,False,True,False,namerica,Journal of Clinical Endocrinology and Metabolism
dia250,diabetes,441,False,False,False,namerica,Lancet
dia252,diabetes,356,False,True,False,asia,Scientific Reports
dia253,diabetes,283,True,False,False,namerica,American Journal of Perinatology
dia254,diabetes,255,True,False,False,namerica,
dia255,diabetes,265,False,False,False,namerica,eLife
dia256,diabetes,296,True,True,False,namerica,Sensors
dia257,diabetes,301,False,False,False,namerica,
dia258,diabetes,301,False,False,False,europe,BMJ Open Diabetes Research & Care
dia259,diabetes,257,True,False,False,europe,Diabetes
dia260,diabetes,350,True,True,False,namerica,Diabetes Care
dia261,diabetes,236,False,True,False,europe,Journal of Cell Biology
dia262,diabetes,231,False,False,False,namerica,Stroke
dia263,diabetes,194,False,True,False,namerica,Journal of the American College of Cardiology
dia264,diabetes,316,True,True,False,namerica,Circulation: Journal of the American Heart Association
dia265,diabetes,382,False,True,False,europe,Frontiers in Physiology
dia266,diabetes,229,True,True,False,namerica,Engineering Science and Technology
dia267,diabetes,301,False,False,False,namerica,
dia268,diabetes,301,False,False,False,europe,BMJ Open Diabetes Research & Care
dia269,diabetes,257,True,False,False,europe,Diabetes
dia270,diabetes,350,True,True,False,namerica,Diabetes Care
dia271,diabetes,236,False,True,False,europe,Journal of Cell Biology
dia272,diabetes,231,False,False,False,namerica,Stroke
dia273,diabetes,194,False,True,False,namerica,Journal of the American College of Cardiology
dia274,diabetes,316,True,True,False,namerica,Circulation: Journal of the American Heart Association
dia275,diabetes,382,False,True,False,europe,Frontiers in Physiology
dia276,diabetes,229,True,True,False,namerica,Engineering Science and Technology
dia277,diabetes,63,False,True,False,namerica,"Diabetes, Obesity and Metabolism"
dia278,diabetes,167,False,True,False,namerica,Cell Metabolism
dia279,diabetes,141,True,False,False,europe,Scientific Reports
dia280,diabetes,238,False,True,False,namerica,Clinical Journal of the American Society of Nephrology
dia281,diabetes,223,False,True,False,australia,Lancet
dia282,diabetes,389,False,False,False,namerica,Neural Computation
dia283,diabetes,265,False,False,False,namerica,JCI Insight
dia284,diabetes,463,True,True,False,samerica,Nature
dia285,diabetes,447,False,True,False,namerica,Obesity
dia286,diabetes,285,True,True,False,europe,Basic Research in Cardiology
dia287,diabetes,447,False,True,False,namerica,Obesity
dia288,diabetes,290,True,False,False,europe,
dia289,diabetes,414,True,False,False,namerica,
dia290,diabetes,285,True,True,False,europe,Basic Research in Cardiology
dia291,diabetes,157,False,False,False,namerica,PLOS ONE
dia292,diabetes,262,True,False,False,europe,
dia293,diabetes,498,False,True,False,namerica,New England Journal of Medicine
dia294,diabetes,436,False,False,False,namerica,Science Translational Medicine
dia295,diabetes,218,True,True,False,namerica,Childhood Obesity
dia296,diabetes,66,False,True,False,namerica,British Journal of Pharmacology
dia297,diabetes,488,False,False,False,namerica,mSphere
dia298,diabetes,235,True,False,False,namerica,
dia299,diabetes,590,False,True,False,namerica,American Journal of Clinical Nutrition
dia300,diabetes,517,False,True,False,namerica,American Journal of Clinical Nutrition
dia301,diabetes,334,True,False,True,namerica,PAIN
dia302,diabetes,479,True,False,False,namerica,Diabetes
dia303,diabetes,567,True,False,True,namerica,
dia304,diabetes,277,True,False,False,namerica,
dia305,diabetes,453,False,True,False,namerica,JAMA
dia306,diabetes,220,False,False,False,namerica,JAMA
dia307,diabetes,455,False,False,False,namerica,
dia308,diabetes,118,True,True,False,namerica,Nature Communications
dia309,diabetes,322,False,True,False,namerica,Endocrinology
dia310,diabetes,405,False,True,False,namerica,Nature Communications
dia311,diabetes,321,True,True,False,europe,BMC Public Health
dia312,diabetes,512,False,False,False,namerica,Diabetes
dia313,diabetes,417,False,False,False,namerica,Nature Genetics
dia314,diabetes,372,False,True,False,namerica,Nature Neuroscience
dia315,diabetes,201,True,True,False,europe,Molecular Carcinogenesis
dia316,diabetes,287,True,False,False,europe,
dia317,diabetes,357,False,True,False,namerica,Nature Medicine
dia318,diabetes,452,True,True,False,namerica,Psychoneuroendocrinology
dia319,diabetes,212,True,True,False,europe,EMBO Molecular Medicine
dia320,diabetes,290,False,True,False,namerica,Health Affairs
dia321,diabetes,307,True,True,False,asia,Journal of Ethology
dia322,diabetes,268,False,False,False,europe,Journal of the Association of Public Analysts
dia323,diabetes,450,True,True,False,namerica,Journal of Women's Health
dia324,diabetes,289,False,True,False,namerica,Cell Reports
dia325,diabetes,282,True,True,False,asia,British Journal of Sports Medicine
dia326,diabetes,380,True,False,False,namerica,Cell Reports
dia327,diabetes,213,True,False,False,namerica,Academic Medicine
dia328,diabetes,243,False,False,False,namerica,Clinical Gastroenterology and Hepatology
dia329,diabetes,198,True,True,False,europe,American Journal of Clinical Nutrition
dia330,diabetes,329,True,True,False,europe,Journal of Clinical Investigation
dia331,diabetes,548,False,False,False,namerica,Cell Metabolism
dia332,diabetes,304,False,True,False,namerica,PLOS Biology
dia333,diabetes,156,True,True,False,europe,Nature Communications
dia334,diabetes,261,False,False,False,namerica,Cell Stem Cell
dia335,diabetes,338,False,True,False,namerica,Nature Communications
dia336,diabetes,156,True,True,False,europe,Nature Communications
dia337,diabetes,261,False,False,False,namerica,Cell Stem Cell
dia338,diabetes,338,False,True,False,namerica,Nature Communications
dia339,diabetes,179,True,False,False,namerica,
dia340,diabetes,274,True,False,False,namerica,
dia341,diabetes,93,True,True,False,namerica,CA: A Cancer Journal for Clinicians
dia342,diabetes,319,False,True,False,namerica,PLOS ONE
dia343,diabetes,245,False,False,False,namerica,Molecular Cell
dia344,diabetes,383,False,False,False,europe,Diabetologia
dia346,diabetes,381,True,False,False,namerica,Nature
dia347,diabetes,161,True,False,False,europe,
dia348,diabetes,251,True,True,False,namerica,Cell Metabolism
dia349,diabetes,244,True,False,False,namerica,Investigative Ophthalmology & Visual Science
dia350,diabetes,420,True,True,False,namerica,Science Translational Medicine
dia351,diabetes,269,False,False,False,namerica,Science Translational Medicine
dia352,diabetes,244,False,False,False,namerica,Molecular Metabolism
dia353,diabetes,168,True,True,False,namerica,Childhood Obesity
dia354,diabetes,214,True,False,False,namerica,Journal of Neuroscience
dia355,diabetes,281,True,True,True,namerica,JAMA Cardiology
dia356,diabetes,140,False,True,False,europe,Experimental Physiology
dia357,diabetes,241,True,False,False,namerica,Nature Communications
dia358,diabetes,387,False,True,False,namerica,New England Journal of Medicine
dia359,diabetes,305,False,False,False,namerica,Scientific Reports
dia360,diabetes,361,False,True,False,namerica,Ophthalmology
dia361,diabetes,253,True,False,False,namerica,
dia362,diabetes,215,True,False,False,namerica,
dia363,diabetes,206,False,False,False,namerica,JAMA
dia364,diabetes,346,False,True,False,namerica,JAMA
dia365,diabetes,119,False,False,True,europe,
dia366,diabetes,202,False,False,False,namerica,
dia367,diabetes,309,True,True,False,europe,Molecular Psychiatry
dia368,diabetes,222,True,True,False,namerica,Advanced Functional Materials
dia369,diabetes,303,True,True,False,namerica,Journal of Clinical Sleep Medicine
dia370,diabetes,454,True,False,False,namerica,
dia371,diabetes,460,True,True,False,namerica,Proceedings of the National Academy of Sciences
dia373,diabetes,352,False,True,False,namerica,eLife
dia374,diabetes,552,True,True,False,namerica,Proceedings of the Royal Society A
dia375,diabetes,156,True,True,False,namerica,Diabetes Technology & Therapeutics
dia376,diabetes,405,False,True,False,namerica,Proceedings of the National Academy of Sciences
dia377,diabetes,213,False,True,False,europe,Nature Communications
dia378,diabetes,338,True,True,False,namerica,Transactions on Biomedical Engineering
dia379,diabetes,290,True,False,False,namerica,Gastroenterology
dia380,diabetes,416,False,True,False,namerica,Circulation
dia381,diabetes,229,False,False,False,namerica,Journal of Cardiovascular Pharmacology and Therapeutics
dia382,diabetes,470,True,False,False,namerica,Proceedings of the National Academy of Sciences
dia383,diabetes,449,True,False,False,namerica,Proceedings of the National Academy of Sciences
dia384,diabetes,259,False,False,False,namerica,Cancer Cell
dia385,diabetes,488,True,True,False,europe,BMC Public Health
dia386,diabetes,412,False,True,False,namerica,PLOS ONE
dia387,diabetes,252,False,True,False,europe,Diabetologia
dia388,diabetes,125,False,True,False,namerica,FASEB Journal
dia389,diabetes,343,True,True,True,europe,European Journal of Preventive Cardiology
dia390,diabetes,314,False,False,False,namerica,Nature Communications
dia391,diabetes,400,True,False,False,namerica,Human Communication Research
dia392,diabetes,424,True,True,False,namerica,PLOS Pathogens
dia393,diabetes,294,False,True,False,namerica,Cell
dia394,diabetes,134,True,True,False,namerica,Clinical Diabetes and Endocrinology
dia395,diabetes,268,True,False,False,namerica,"Diabetes, Obesity and Metabolism"
dia396,diabetes,307,False,True,False,namerica,Cell
dia397,diabetes,235,True,True,False,europe,Molecular Cell
dia398,diabetes,235,True,True,False,europe,Molecular Cell
dia399,diabetes,215,False,False,False,namerica,JCI Insight
dia400,diabetes,112,True,False,False,namerica,
dia401,diabetes,535,True,False,False,europe,International Journal of Epidemiology
dia402,diabetes,435,False,False,False,namerica,Diabetes
dia403,diabetes,316,False,True,False,europe,Scientific Reports
dia404,diabetes,362,True,True,False,europe,Angewandte Chemie International Edition
dia405,diabetes,168,False,False,False,namerica,Cell Reports
dia406,diabetes,279,False,False,False,europe,Obesity
dia407,diabetes,362,False,True,False,namerica,Cell
dia408,diabetes,235,True,True,False,europe,Molecular Cell
dia409,diabetes,215,False,False,False,namerica,JCI Insight
dia410,diabetes,112,True,False,False,namerica,
dia411,diabetes,535,True,False,False,europe,International Journal of Epidemiology
dia412,diabetes,435,False,False,False,namerica,Diabetes
dia413,diabetes,316,False,True,False,europe,Scientific Reports
dia414,diabetes,362,True,True,False,europe,Angewandte Chemie International Edition
dia415,diabetes,168,False,False,False,namerica,Cell Reports
dia416,diabetes,279,False,False,False,europe,Obesity
dia417,diabetes,362,False,True,False,namerica,Cell
dia418,diabetes,241,True,False,False,namerica,
dia419,diabetes,386,False,False,False,namerica,
dia420,diabetes,518,False,False,False,europe,International Journal of Epidemiology
dia421,diabetes,454,True,True,False,asia,Journal of Virology
dia422,diabetes,243,False,False,False,namerica,PLOS ONE
dia423,diabetes,287,False,False,False,namerica,New England Journal of Medicine
dia424,diabetes,311,False,True,False,namerica,Hypertension
dia425,diabetes,401,True,False,False,namerica,Journal of Biological Chemistry
dia426,diabetes,295,False,True,False,namerica,Immunity
dia427,diabetes,480,False,True,False,namerica,Nature Communications
dia428,diabetes,507,False,True,False,europe,Annals of Oncology
dia429,diabetes,223,True,True,False,europe,Nature Methods
dia430,diabetes,384,False,False,False,namerica,JAMA
dia431,diabetes,248,False,False,False,namerica,JAMA
dia432,diabetes,524,False,False,False,namerica,Cell Reports
dia433,diabetes,336,False,False,False,namerica,JAMA
dia434,diabetes,104,False,True,False,namerica,Journal of Clinical Investigation
dia435,diabetes,345,True,True,False,namerica,JAHA: Journal of the American Heart Association
dia436,diabetes,384,False,False,False,namerica,
dia437,diabetes,325,False,True,False,australia,Diabetes Care
dia438,diabetes,136,True,True,False,namerica,"Tissue Engineering, Part A"
dia439,diabetes,235,True,True,False,namerica,Journal of American College of Cardiology
dia440,diabetes,207,False,False,False,namerica,JAMA Dermatology
dia441,diabetes,399,False,False,False,namerica,PLOS Biology
dia443,diabetes,272,False,True,False,europe,Immunity
dia444,diabetes,208,False,False,False,namerica,Clinical & Experimental Metastasis Journal
dia445,diabetes,405,False,False,False,namerica,Cancer Discovery
dia446,diabetes,498,False,True,False,namerica,Wilderness & Environmental Medicine
dia447,diabetes,276,True,True,False,europe,American Journal of Respiratory and Critical Care Medicine
dia448,diabetes,405,False,False,False,namerica,Cancer Discovery
dia449,diabetes,498,False,True,False,namerica,Wilderness & Environmental Medicine
dia450,diabetes,276,True,True,False,europe,American Journal of Respiratory and Critical Care Medicine
dia451,diabetes,589,False,False,False,namerica,Journal of Hospital Medicine
dia452,diabetes,186,False,False,False,namerica,Cancer Discovery
dia453,diabetes,303,False,False,False,namerica,PLOS ONE
dia454,diabetes,523,False,False,False,namerica,Nutrients
dia455,diabetes,314,True,True,False,europe,Journal of Nuclear Medicine
dia456,diabetes,370,True,True,False,europe,Internal Journal of Obesity
dia457,diabetes,166,True,False,False,namerica,Journal of the American Academy of Orthopaedic Surgeons (JAAOS)
dia458,diabetes,224,False,False,False,namerica,
dia459,diabetes,487,False,False,False,namerica,Preventive Medicine
dia460,diabetes,499,False,False,False,namerica,
dia461,diabetes,258,False,False,False,namerica,Canadian Journal of Public Health
dia462,diabetes,280,False,True,False,namerica,Otolaryngology-Head and Neck Surgery
dia463,diabetes,263,False,False,False,namerica,JAMA
dia464,diabetes,146,False,False,False,namerica,JAMA
dia465,diabetes,161,False,False,False,namerica,Journal of the American Medical Association
dia466,diabetes,189,True,False,False,namerica,
dia467,diabetes,255,True,False,False,namerica,
dia468,diabetes,126,True,False,False,namerica,
dia469,diabetes,210,True,False,False,namerica,
dia470,diabetes,180,True,False,False,namerica,
dia471,diabetes,171,True,False,False,namerica,
dia472,diabetes,126,True,False,False,namerica,
dia473,diabetes,206,True,False,False,namerica,Journal of Hepatology
dia474,diabetes,265,False,False,False,namerica,Nature Ecology & Evolution
dia475,diabetes,454,True,False,False,samerica,Journal of National Cancer Institute
dia476,diabetes,165,False,True,False,asia,Current Medicinal Chemistry
dia477,diabetes,309,False,True,False,namerica,Open Journal of Discrete Mathematics
dia478,diabetes,413,False,True,False,namerica,Clinical Gastroenterology and Hepatology
dia479,diabetes,297,False,False,False,europe,The BMJ
dia480,diabetes,327,False,True,False,namerica,Biophysical Journal
dia481,diabetes,350,False,False,False,namerica,Canadian Medical Association Journal Open
dia482,diabetes,537,False,True,False,namerica,Journal of Managed Care & Specialty Pharmacy
dia483,diabetes,147,False,True,False,namerica,Journal of Clinical Investigation
dia484,diabetes,233,False,True,False,asia,Carbohydrate Polymers
dia485,diabetes,304,True,True,False,namerica,PLOS ONE
dia486,diabetes,398,False,False,False,namerica,Nature Chemical Biology
dia487,diabetes,431,False,True,False,namerica,Journal of the American College of Cardiology
dia488,diabetes,318,False,True,False,namerica,Nature Microbiology
dia489,diabetes,264,False,True,False,europe,Disease Models & Mechanisms
dia490,diabetes,336,False,True,False,namerica,JAMA Internal Medicine
dia491,diabetes,282,False,False,False,africa,Nature Genetics
dia492,diabetes,364,False,False,False,namerica,
dia493,diabetes,342,False,False,False,namerica,Harvard Review of Psychiatry
dia494,diabetes,269,False,False,False,namerica,
dia495,diabetes,254,True,False,False,namerica,
dia496,diabetes,254,False,True,False,namerica,Diabetes
dia497,diabetes,394,False,False,False,namerica,Cell Metabolism
dia498,diabetes,743,True,True,True,europe,Scientific Reports
dia499,diabetes,306,True,True,False,namerica,Free Radical Biology and Medicine
dia500,diabetes,408,False,False,False,namerica,
dia501,diabetes,180,False,True,False,namerica,Journal of the American Society of Nephrology
dia502,diabetes,408,False,False,False,namerica,
dia503,diabetes,180,False,True,False,namerica,Journal of the American Society of Nephrology
dia504,diabetes,321,False,True,False,namerica,Academic Pediatrics
dia505,diabetes,270,True,False,False,namerica,Nature Communications
dia506,diabetes,519,True,True,False,namerica,Journal of Crohn's and Colitis
dia507,diabetes,450,True,False,False,namerica,
dia508,diabetes,520,False,False,False,namerica,
dia509,diabetes,295,False,False,False,namerica,PeerJ
dia510,diabetes,500,False,False,False,namerica,Neuron
dia511,diabetes,783,True,False,False,namerica,
dia512,diabetes,334,True,True,False,namerica,Diabetes
dia513,diabetes,239,False,False,False,europe,The BMJ
dia514,diabetes,213,True,False,False,africa,BMJ
dia515,diabetes,432,False,False,False,namerica,
dia516,diabetes,136,False,False,False,namerica,Journal Translational Research and Clinical Interventions
dia517,diabetes,322,False,True,False,namerica,Nature
dia518,diabetes,215,False,True,False,europe,PLOS ONE
dia519,diabetes,188,False,False,False,namerica,Journal of Agricultural and Food Chemistry
dia520,diabetes,304,False,False,False,namerica,International Journal of Epidemiology
dia521,diabetes,258,True,False,False,asia,
dia522,diabetes,138,True,False,False,namerica,
dia523,diabetes,439,True,False,False,namerica,Climatic Change
dia524,diabetes,355,False,True,False,namerica,American Journal of Hypertension
dia525,diabetes,279,True,False,False,namerica,
dia526,diabetes,524,True,False,False,namerica,
dia527,diabetes,226,False,False,False,namerica,Aging
dia528,diabetes,428,False,False,False,namerica,
dia529,diabetes,460,False,False,False,namerica,
dia530,diabetes,433,False,False,False,namerica,
dia531,diabetes,483,False,False,False,namerica,
dia532,diabetes,329,False,False,False,namerica,
dia533,diabetes,418,False,False,False,namerica,
dia534,diabetes,132,True,False,False,namerica,JAMA
dia535,diabetes,374,False,False,False,europe,Diabetologia
dia536,diabetes,223,True,True,False,namerica,Journal of Experimental Medicine
dia537,diabetes,214,False,False,False,namerica,JAMA
dia538,diabetes,392,False,False,False,namerica,Journal of Clinical Investigation
dia539,diabetes,325,True,True,False,namerica,Nutrients
dia540,diabetes,277,False,False,False,namerica,"Journals of Gerontology, Series A: Biological Sciences and Medical Sciences"
dia541,diabetes,221,True,True,False,asia,Diabetes
dia542,diabetes,302,False,False,False,namerica,Science Signaling
dia543,diabetes,442,False,True,False,namerica,Cell Metabolism
dia544,diabetes,228,True,True,False,namerica,Biochemical Pharmacology
dia545,diabetes,359,False,False,False,namerica,Ecology Letters
dia546,diabetes,357,True,True,False,namerica,American Journal of Human Genetics
dia547,diabetes,355,False,False,False,namerica,Proceedings of the National Academy of Sciences
dia548,diabetes,312,False,True,False,namerica,PLOS Genetics
dia549,diabetes,341,True,False,False,europe,
dia550,diabetes,141,False,False,False,namerica,JAMA Neurology
dia551,diabetes,453,False,False,False,namerica,Nature Neuroscience
dia552,diabetes,408,False,False,False,namerica,Reproductive Sciences
dia553,diabetes,181,True,True,False,africa,American Journal of Epidemiology
dia554,diabetes,222,False,False,False,europe,Scientific Reports
dia555,diabetes,304,False,False,False,namerica,
dia556,diabetes,375,True,True,False,namerica,Scientific Reports
dia557,diabetes,600,False,False,False,namerica,New England Journal of Medicine
dia558,diabetes,251,False,False,False,namerica,
dia559,diabetes,251,False,False,False,namerica,
dia560,diabetes,278,False,False,False,namerica,
dia561,diabetes,424,False,False,False,namerica,JAMA
dia562,diabetes,332,False,False,False,namerica,Nature Reviews/Drug Discovery
dia563,diabetes,515,False,False,False,namerica,Lancet
dia564,diabetes,316,False,False,False,namerica,Journal of Oncology Practice
dia565,diabetes,532,False,False,False,namerica,New England Journal of Medicine
dia566,diabetes,462,True,True,False,namerica,New England Journal of Medicine
dia567,diabetes,640,False,False,False,namerica,Journal of Endocrinology
dia568,diabetes,331,False,False,False,namerica,Science
dia569,diabetes,247,False,False,False,namerica,The Laryngoscope
dia570,diabetes,239,True,False,False,namerica,Journal of the National Cancer Institute
dia571,diabetes,227,False,True,False,europe,Addiction
dia572,diabetes,382,False,True,False,namerica,Journal of Clinical Endocrinology and Metabolism
dia573,diabetes,153,True,True,False,africa,Drugs & Aging
dia574,diabetes,259,False,True,False,namerica,Endocrinology
dia575,diabetes,180,False,False,False,namerica,Scientific Reports
dia576,diabetes,354,False,False,False,namerica,
dia577,diabetes,325,False,True,False,namerica,American Journal of Hypertension
dia578,diabetes,434,False,False,False,namerica,Nature
dia579,diabetes,460,False,True,False,namerica,JAMA Cardiology
dia580,diabetes,441,False,False,False,namerica,Nature Chemical Biology
dia581,diabetes,501,False,False,False,namerica,American Journal of Managed Care
dia582,diabetes,343,True,True,False,europe,Scientific Data
dia583,diabetes,352,False,False,False,namerica,
dia584,diabetes,375,True,True,False,namerica,American Journal of Obstetrics and Gynecology
dia585,diabetes,244,True,False,True,namerica,
dia586,diabetes,208,True,False,False,asia,
dia587,diabetes,412,True,False,False,namerica,Journal of Neural Engineering
dia588,diabetes,315,False,False,False,europe,Archives of Disease in Childhood
dia589,diabetes,531,False,False,True,namerica,Annals of Internal Medicine
dia590,diabetes,1908,False,False,False,namerica,Annals of Family Medicine
dia591,diabetes,331,False,False,False,namerica,Obesity
dia592,diabetes,340,False,True,False,namerica,American Journal of Pathology
dia593,diabetes,361,False,False,False,namerica,Nature Biomedical Engineering
dia594,diabetes,381,False,False,False,namerica,Annals of Internal Medicine
dia595,diabetes,311,False,False,False,namerica,Stem Cell Reports
dia596,diabetes,528,False,True,False,asia,Science Advances
dia597,diabetes,215,False,False,False,namerica,Scientific Reports
dia598,diabetes,245,False,False,False,namerica,Medicine & Science in Sports & Exercise
dia599,diabetes,294,False,False,False,namerica,Neurology
dia600,diabetes,160,False,False,False,namerica,JAMA Ophthalmology
dia601,diabetes,265,True,True,False,europe,Journal of the American College of Cardiology
dia602,diabetes,212,False,False,False,europe,Journal of Alzheimer's Disease
dia603,diabetes,78,False,False,False,namerica,
dia604,diabetes,304,False,True,False,namerica,The Journal of Biological Chemistry
dia605,diabetes,359,False,False,False,australia,Science
dia606,diabetes,240,True,False,False,namerica,Journal of Nursing Education and Practice
dia607,diabetes,304,False,True,False,namerica,The Journal of Biological Chemistry
dia608,diabetes,359,False,False,False,australia,Science
dia609,diabetes,240,True,False,False,namerica,Journal of Nursing Education and Practice
dia610,diabetes,321,False,False,False,namerica,Cell
dia611,diabetes,450,True,False,False,namerica,Neuron
dia612,diabetes,362,True,False,False,namerica,Molecular Therapy
dia613,diabetes,336,True,True,False,namerica,Journal of Experimental Medicine
dia614,diabetes,194,True,False,False,namerica,Bone
dia615,diabetes,250,True,True,False,namerica,PLOS ONE
dia616,diabetes,217,True,True,False,namerica,Journal of Clinical Endocrinology and Metabolism
dia617,diabetes,292,False,False,False,namerica,Biological Psychiatry
dia618,diabetes,439,True,True,False,europe,Molecular Metabolism
dia619,diabetes,238,True,True,False,asia,Journal of Alzheimer's Disease
dia620,diabetes,406,True,True,False,namerica,PLOS ONE
dia621,diabetes,422,True,True,False,namerica,Blood
dia622,diabetes,265,True,False,False,namerica,eLife
dia623,diabetes,379,True,True,False,namerica,PLOS ONE
dia624,diabetes,450,True,False,False,namerica,Circulation: Cardiovascular Quality and Outcomes
dia625,diabetes,312,False,False,False,europe,BMJ Open Diabetes Research & Care
dia626,diabetes,341,True,False,False,namerica,
dia627,diabetes,310,False,False,False,europe,Gut
dia628,diabetes,338,False,False,False,namerica,Nature Materials
dia629,diabetes,240,True,True,False,namerica,American Journal of Nursing
dia630,diabetes,339,False,False,True,namerica,Canadian Family Physician
dia631,diabetes,300,True,False,False,namerica,Journal of Ophthalmology
dia632,diabetes,544,False,False,False,namerica,Journal of Clinical Investigation
dia633,diabetes,475,True,False,False,namerica,Molecular Psychiatry
dia634,diabetes,351,False,False,False,namerica,Scientific Reports
dia635,diabetes,381,False,False,False,namerica,
dia636,diabetes,213,True,True,False,europe,Clinical Nutrition
dia637,diabetes,291,False,True,True,namerica,Journal of the American College of Cardiology
dia638,diabetes,83,True,False,False,namerica,Annals of Internal Medicine
dia639,diabetes,293,False,True,False,namerica,Clinical Journal of the American Society of Nephrology
dia640,diabetes,449,False,False,False,namerica,Circulation
dia641,diabetes,315,True,False,False,namerica,Nature Medicine
dia642,diabetes,340,False,False,False,namerica,Canadian Journal of Neurological Science
dia643,diabetes,180,True,True,True,europe,Journal of Cell Biology
dia644,diabetes,315,True,False,False,namerica,Nature Medicine
dia645,diabetes,352,True,False,False,europe,
dia646,diabetes,340,False,False,False,namerica,Canadian Journal of Neurological Science
dia647,diabetes,180,True,True,True,europe,Journal of Cell Biology
dia648,diabetes,295,False,False,False,namerica,
dia649,diabetes,527,False,False,False,namerica,
dia650,diabetes,391,False,False,False,namerica,Psychoneuroendocrinology
dia651,diabetes,415,True,False,False,namerica,Journal of American College of Cardiology
dia652,diabetes,316,True,True,False,asia,Nature Medicine
dia653,diabetes,307,True,True,False,asia,Journal of Hepato-Biliary-Pancreatic Sciences
dia654,diabetes,177,True,True,False,namerica,Proceedings of the National Academy of Sciences
dia655,diabetes,195,False,True,False,asia,Cell Reports
dia656,diabetes,230,False,False,False,namerica,American Journal of Orthopedics
dia657,diabetes,258,True,False,False,europe,Scientific Reports
dia658,diabetes,196,False,False,False,namerica,American Journal of Kidney Diseases
dia659,diabetes,444,False,False,False,namerica,Nature Communications
dia660,diabetes,319,False,True,False,namerica,The BMJ
dia661,diabetes,1007,True,False,False,namerica,
dia662,diabetes,278,False,True,False,australia,Nature Immunology
dia663,diabetes,229,False,False,False,namerica,Cell
dia664,diabetes,253,False,True,False,europe,Nucleic Acids Research
dia665,diabetes,649,False,False,True,namerica,Annals of Internal Medicine
dia666,diabetes,567,False,False,False,samerica,Lasers in Medical Science
dia667,diabetes,123,False,True,False,asia,Recent Patents on Biotechnology
dia668,diabetes,234,False,False,False,namerica,
