term,id,fk,smog,consen,ar,fkg,fks,lwf
diabetes,dia20,,14.6,,15.5,13.2,40.28,12.625
diabetes,dia21,,15.0,,17.3,13.4,45.29,12.625
diabetes,dia22,,12.2,,12.1,9.7,60.24,8.08333333333
diabetes,dia23,,14.5,,15.4,12.5,47.52,11.3
diabetes,dia24,,14.9,,16.4,13.9,38.55,12.75
diabetes,dia25,,15.6,,17.9,14.4,42.65,17.0
diabetes,dia26,,15.0,,15.8,14.3,26.61,6.35714285714
diabetes,dia27,,13.5,,14.7,12.5,42.0,6.57142857143
diabetes,dia28,,16.2,,17.4,15.2,29.59,14.0
diabetes,dia29,,13.2,,15.2,12.8,46.61,17.1666666667
diabetes,dia30,,13.9,,16.2,12.7,47.12,11.625
diabetes,dia31,,14.6,,16.3,13.1,46.0,16.5
diabetes,dia32,,14.8,,15.8,12.7,41.6,8.33333333333
diabetes,dia33,,14.3,,16.7,13.0,46.1,27.5
diabetes,dia34,,15.6,,17.6,14.2,26.81,13.0
diabetes,dia35,,16.1,,15.9,14.9,30.5,10.4
diabetes,dia36,,14.2,,14.4,11.8,43.93,8.2
diabetes,dia37,,13.3,,14.1,12.2,42.92,8.8
diabetes,dia38,,13.0,,11.7,10.2,48.09,7.28571428571
diabetes,dia39,,16.7,,18.5,15.0,35.61,13.375
diabetes,dia40,,18.1,,20.7,16.3,32.16,25.25
diabetes,dia41,,15.7,,19.8,15.1,40.82,12.875
diabetes,dia42,,13.2,,13.7,11.2,50.87,11.5
diabetes,dia43,,14.8,,16.6,12.9,46.4,8.5
diabetes,dia44,,14.4,,16.3,13.4,45.09,10.7
diabetes,dia45,,14.7,,15.5,13.4,39.77,18.6666666667
diabetes,dia46,,13.5,,14.1,11.7,49.65,13.0
diabetes,dia47,,14.7,,15.5,13.4,39.77,18.6666666667
diabetes,dia48,,13.5,,14.1,11.7,49.65,13.0
diabetes,dia49,,18.8,,22.8,17.6,28.81,17.0
diabetes,dia50,,17.4,,22.4,18.2,21.77,13.25
diabetes,dia51,,13.7,,14.5,11.6,44.54,8.08333333333
diabetes,dia52,,16.1,,19.5,15.3,34.9,12.25
diabetes,dia53,,16.8,,18.0,15.2,29.79,17.8333333333
diabetes,dia54,,15.1,,17.6,15.5,34.19,8.8
diabetes,dia55,,15.0,,18.0,14.7,41.74,17.1666666667
diabetes,dia56,,19.6,,23.7,18.6,20.76,15.0
diabetes,dia57,,14.4,,15.9,12.4,47.83,13.25
diabetes,dia58,,16.0,,17.9,15.2,29.79,16.8333333333
diabetes,dia59,,16.5,,18.3,15.6,28.77,8.7
diabetes,dia60,,15.2,,16.6,13.6,39.16,13.0
diabetes,dia61,,15.1,,16.4,13.9,33.14,12.75
diabetes,dia62,,13.0,,13.0,11.0,45.96,11.5
diabetes,dia63,,20.9,,27.5,22.0,12.13,16.0
diabetes,dia64,,15.7,,18.3,14.4,31.72,8.41666666667
diabetes,dia65,,16.0,,17.7,14.2,37.74,13.0
diabetes,dia66,,15.7,,19.6,16.3,32.26,18.3333333333
diabetes,dia67,,16.6,,17.8,15.4,23.66,10.7
diabetes,dia68,,15.8,,16.5,14.7,30.91,14.875
diabetes,dia69,,15.5,,17.4,14.2,32.33,7.9
diabetes,dia70,,12.3,,14.2,15.1,8.53,5.14285714286
diabetes,dia71,,0.0,,26.5,3.7,75.88,0.5
diabetes,dia72,,17.5,,20.8,16.8,25.42,13.0
diabetes,dia73,,16.1,,17.3,15.2,35.1,15.3333333333
diabetes,dia74,,15.4,,17.9,14.6,36.63,11.875
diabetes,dia75,,14.2,,14.1,12.2,42.92,12.375
diabetes,dia76,,13.7,,15.2,12.2,48.23,11.0
diabetes,dia77,,17.2,,17.6,15.4,29.28,15.6666666667
diabetes,dia78,,15.7,,16.6,14.0,27.42,13.5
diabetes,dia79,,17.3,,17.5,15.2,29.79,17.6666666667
diabetes,dia80,,13.7,,18.1,14.2,48.37,15.3333333333
diabetes,dia81,,18.0,,18.6,16.3,26.85,16.5
diabetes,dia82,,16.5,,18.7,15.3,24.17,8.7
diabetes,dia83,,17.3,,21.2,15.8,33.48,13.625
diabetes,dia84,,16.0,,15.0,14.0,32.94,6.28571428571
diabetes,dia85,,15.4,,18.2,15.5,34.29,16.6666666667
diabetes,dia86,,15.2,,19.3,14.9,35.91,10.6
diabetes,dia87,,12.3,,12.6,10.1,59.13,7.66666666667
diabetes,dia88,,13.9,,14.0,11.8,44.03,10.5
diabetes,dia89,,14.8,,15.7,12.3,48.03,8.75
diabetes,dia90,,14.6,,15.4,13.1,40.48,8.08333333333
diabetes,dia91,,14.0,,15.3,12.8,46.61,12.5
diabetes,dia92,,13.9,,15.8,12.4,53.04,8.6
diabetes,dia93,,15.4,,16.9,14.3,32.02,7.58333333333
diabetes,dia94,,13.8,,13.1,11.0,45.96,5.0
diabetes,dia95,,15.1,,16.1,13.4,45.29,6.91666666667
diabetes,dia96,,19.0,,23.2,18.7,25.87,23.75
diabetes,dia97,,14.4,,15.9,13.4,39.87,11.0
diabetes,dia98,,15.9,,17.4,14.2,37.64,17.5
diabetes,dia99,,14.6,,15.9,13.4,39.67,14.0
diabetes,dia100,,16.2,,15.5,13.7,33.65,10.4
diabetes,dia101,,17.3,,20.4,16.9,30.74,12.75
diabetes,dia102,,13.6,,15.5,12.2,48.23,6.42857142857
diabetes,dia103,,16.0,,17.9,14.5,37.03,19.0
diabetes,dia104,,13.5,,15.2,11.7,49.55,12.0
diabetes,dia105,,16.5,,18.9,15.3,24.07,10.7
diabetes,dia106,,17.8,,22.8,18.1,32.8,16.8333333333
diabetes,dia107,,19.2,,22.3,18.6,15.54,13.375
diabetes,dia108,,15.1,,16.1,13.3,40.08,6.64285714286
diabetes,dia109,,13.7,,15.3,12.6,41.9,12.625
diabetes,dia110,,14.3,,15.4,13.2,40.38,11.3
diabetes,dia111,,16.4,,16.6,14.2,37.64,10.1
diabetes,dia112,,17.9,,19.6,15.9,27.76,8.6
diabetes,dia113,,17.1,,17.7,14.4,31.72,8.8
diabetes,dia114,,17.7,,20.1,16.4,26.64,8.9
diabetes,dia115,,16.6,,18.5,15.7,22.95,7.28571428571
diabetes,dia116,,14.6,,17.2,13.9,38.55,11.875
diabetes,dia117,,13.4,,14.6,11.6,49.96,13.75
diabetes,dia118,,17.1,,19.6,16.3,26.74,8.8
diabetes,dia119,,15.3,,18.8,15.5,34.29,10.6
diabetes,dia120,,14.0,,15.7,13.2,40.38,10.6
diabetes,dia121,,16.7,,16.1,13.3,39.97,8.1
diabetes,dia122,,11.4,,13.0,10.5,52.7,7.25
diabetes,dia123,,15.4,,17.5,13.6,44.58,8.6
diabetes,dia124,,13.7,,14.3,11.0,46.06,6.14285714286
diabetes,dia125,,14.9,,17.3,13.7,44.37,26.75
diabetes,dia126,,17.2,,19.2,15.6,28.67,15.125
diabetes,dia127,,15.1,,16.8,13.2,45.8,16.5
diabetes,dia128,,14.1,,15.6,12.2,48.33,8.7
diabetes,dia129,,15.8,,15.2,12.9,41.09,16.3333333333
diabetes,dia130,,15.4,,17.0,14.3,37.34,7.16666666667
diabetes,dia131,,18.2,,21.2,18.1,22.08,17.0
diabetes,dia132,,13.2,,14.1,11.4,55.68,7.41666666667
diabetes,dia133,,18.0,,20.1,17.6,17.98,12.375
diabetes,dia134,,15.7,,17.3,14.2,37.64,16.3333333333
diabetes,dia135,,15.6,,18.0,15.3,34.8,18.1666666667
diabetes,dia136,,11.7,,15.1,11.1,45.86,10.8
diabetes,dia137,,14.6,,17.0,13.3,40.08,17.3333333333
diabetes,dia138,,13.3,,15.4,11.5,55.37,18.3333333333
diabetes,dia139,,19.0,,24.7,20.9,9.56,27.5
diabetes,dia140,,13.3,,15.0,11.5,50.16,8.9
diabetes,dia141,,14.8,,16.0,13.6,39.37,11.2
diabetes,dia142,,14.8,,15.8,12.7,47.12,8.6
diabetes,dia143,,17.2,,19.3,17.6,18.18,14.125
diabetes,dia144,,12.2,,12.4,9.7,60.14,13.5
diabetes,dia145,,16.4,,18.0,15.5,34.39,18.0
diabetes,dia146,,17.9,,21.0,17.0,30.33,16.8333333333
diabetes,dia147,,16.2,,20.9,16.4,31.96,17.1666666667
diabetes,dia148,,16.1,,16.8,14.1,32.53,11.1
diabetes,dia149,,19.2,,23.7,19.7,12.6,10.9
diabetes,dia150,,16.0,,18.5,15.1,29.89,13.375
diabetes,dia151,,13.9,,15.5,13.1,35.27,10.1
diabetes,dia152,,13.4,,14.8,12.1,48.54,10.1
diabetes,dia153,,14.1,,16.1,12.3,42.51,8.8
diabetes,dia154,,12.7,,14.3,11.0,56.89,8.9
diabetes,dia155,,15.5,,17.4,13.9,38.55,17.6666666667
diabetes,dia156,,15.3,,17.6,13.4,39.77,12.5
diabetes,dia157,,14.5,,14.8,12.7,41.6,10.2
diabetes,dia158,,15.1,,18.2,14.8,36.12,12.5
diabetes,dia159,,16.5,,24.1,18.7,31.28,26.25
diabetes,dia160,,14.9,,18.2,14.1,37.84,17.6666666667
diabetes,dia161,,12.7,,13.8,10.4,53.0,8.16666666667
diabetes,dia162,,14.9,,14.5,12.4,42.41,13.125
diabetes,dia163,,16.9,,18.3,16.2,21.84,10.2
diabetes,dia164,,18.0,,22.0,18.0,27.79,16.3333333333
diabetes,dia165,,16.9,,20.8,16.7,25.73,17.1666666667
diabetes,dia166,,15.2,,16.5,12.7,41.5,13.125
diabetes,dia167,,15.2,,18.1,15.0,35.71,14.875
diabetes,dia168,,13.6,,14.0,11.1,51.07,11.625
diabetes,dia169,,12.3,,14.8,10.3,53.1,8.4
diabetes,dia170,,12.3,,14.8,10.3,53.1,8.4
diabetes,dia171,,15.9,,16.8,14.4,26.51,13.5
diabetes,dia172,,16.2,,16.9,14.4,31.72,12.375
diabetes,dia173,,13.9,,15.4,12.2,48.33,11.0
diabetes,dia174,,14.1,,14.9,12.0,43.32,10.6
diabetes,dia175,,14.5,,15.7,13.3,34.66,11.3
diabetes,dia176,,16.0,,18.5,14.3,42.85,8.6
diabetes,dia177,,16.3,,18.4,15.3,34.9,17.5
diabetes,dia178,,14.8,,15.9,12.9,41.09,17.6666666667
diabetes,dia179,,17.7,,22.7,18.2,27.29,12.5
diabetes,dia180,,18.5,,23.6,19.2,19.33,16.6666666667
diabetes,dia181,,13.8,,17.0,13.8,38.66,12.125
diabetes,dia182,,14.6,,16.5,13.8,38.86,16.6666666667
diabetes,dia183,,15.3,,16.8,13.1,45.9,23.25
diabetes,dia184,,13.8,,13.8,12.0,43.43,17.8333333333
diabetes,dia185,,14.1,,17.2,14.1,38.05,13.75
diabetes,dia186,,14.2,,15.9,12.7,41.6,11.3
diabetes,dia187,,12.8,,14.3,10.7,46.88,6.25
diabetes,dia188,,16.6,,18.8,16.0,22.14,10.4
diabetes,dia189,,16.8,,19.7,16.6,31.45,13.75
diabetes,dia190,,16.2,,19.8,16.8,31.04,13.125
diabetes,dia191,,12.7,,13.2,11.5,44.64,6.21428571429
diabetes,dia192,,14.5,,16.0,13.4,39.87,16.5
diabetes,dia193,,15.1,,16.1,12.9,41.19,10.3
diabetes,dia194,,15.2,,14.5,13.1,35.27,10.1
diabetes,dia195,,15.2,,16.1,12.9,41.19,8.8
diabetes,dia196,,11.4,,12.8,9.6,60.55,7.0
diabetes,dia197,,14.3,,18.3,13.9,43.97,10.4
diabetes,dia198,,12.9,,12.5,10.4,47.59,7.66666666667
diabetes,dia199,,16.3,,18.7,15.2,35.0,16.8333333333
diabetes,dia200,,14.7,,17.5,14.3,26.71,8.5
diabetes,dia201,,14.9,,18.0,14.1,32.63,10.2
diabetes,dia202,,15.2,,15.7,13.9,27.72,7.83333333333
diabetes,dia203,,15.7,,15.9,13.5,34.26,8.7
diabetes,dia204,,14.9,,14.5,11.8,43.93,6.83333333333
diabetes,dia205,,16.9,,20.0,14.8,36.12,7.66666666667
diabetes,dia206,,15.2,,18.1,13.7,28.23,7.91666666667
diabetes,dia207,,16.4,,19.9,17.3,29.62,16.1666666667
diabetes,dia208,,16.4,,18.2,15.5,34.39,19.5
diabetes,dia209,,14.0,,17.1,13.0,46.2,10.1
diabetes,dia210,,16.4,,17.9,14.5,31.41,13.0
diabetes,dia211,,13.5,,13.7,10.4,58.32,7.33333333333
diabetes,dia212,,15.7,,18.2,15.0,35.71,10.4
diabetes,dia213,,13.8,,13.8,11.6,49.75,18.0
diabetes,dia214,,17.0,,18.4,15.9,27.96,13.875
diabetes,dia215,,16.7,,17.5,14.3,37.34,13.25
diabetes,dia216,,16.5,,18.2,15.2,29.69,8.08333333333
diabetes,dia217,,14.8,,16.0,13.5,34.05,13.625
diabetes,dia218,,15.5,,17.0,14.9,30.4,13.25
diabetes,dia219,,13.9,,14.3,11.3,50.57,10.4
diabetes,dia220,,15.9,,17.6,13.7,39.06,13.125
diabetes,dia221,,15.6,,15.9,13.2,40.18,13.125
diabetes,dia222,,13.7,,14.8,12.0,54.15,12.5
diabetes,dia223,,13.2,,15.2,12.4,47.72,17.5
diabetes,dia224,,14.1,,15.0,12.1,48.64,8.6
diabetes,dia225,,14.9,,17.1,13.9,43.87,17.8333333333
diabetes,dia226,,15.3,,16.3,12.6,41.8,5.92857142857
diabetes,dia227,,15.3,,16.3,12.6,41.8,5.92857142857
diabetes,dia228,,13.5,,15.5,11.8,49.45,26.5
diabetes,dia229,,12.3,,13.3,10.3,58.52,8.8
diabetes,dia230,,16.8,,18.0,14.3,32.12,13.375
diabetes,dia231,,13.2,,13.6,10.5,52.6,8.0
diabetes,dia232,,16.8,,20.8,16.7,20.42,10.1
diabetes,dia233,,12.8,,14.1,11.4,50.26,17.1666666667
diabetes,dia234,,13.6,,14.3,11.8,49.35,10.5
diabetes,dia235,,14.9,,18.1,13.7,38.96,13.0
diabetes,dia236,,14.5,,14.1,11.6,44.34,5.0625
diabetes,dia237,,14.8,,16.5,13.0,51.52,16.8333333333
diabetes,dia238,,15.4,,17.3,14.0,38.25,11.875
diabetes,dia239,,14.6,,17.8,14.1,37.84,16.6666666667
diabetes,dia240,,14.0,,14.4,11.8,49.25,11.25
diabetes,dia241,,14.6,,16.7,13.9,27.62,8.08333333333
diabetes,dia242,,16.2,,17.5,13.5,39.47,7.5
diabetes,dia243,,14.5,,16.0,12.7,41.7,8.9
diabetes,dia244,,14.0,,16.3,12.8,46.61,10.3
diabetes,dia245,,14.2,,14.5,12.1,48.64,9.0
diabetes,dia246,,14.6,,15.9,13.0,46.1,12.75
diabetes,dia247,,16.6,,18.7,15.0,35.51,12.75
diabetes,dia248,,13.8,,15.2,13.1,40.48,7.83333333333
diabetes,dia249,,16.4,,17.2,14.2,32.43,15.5
diabetes,dia250,,13.6,,14.2,12.0,43.43,12.625
diabetes,dia252,,16.9,,20.1,17.8,17.57,17.1666666667
diabetes,dia253,,17.4,,20.6,16.9,25.22,13.125
diabetes,dia254,,17.4,,20.2,17.1,19.3,19.5
diabetes,dia255,,16.7,,19.7,17.0,25.12,20.0
diabetes,dia256,,17.1,,19.3,15.8,33.48,16.3333333333
diabetes,dia257,,16.0,,17.4,15.0,35.61,8.2
diabetes,dia258,,15.4,,16.0,13.1,45.9,12.5
diabetes,dia259,,13.5,,13.3,10.5,52.7,7.75
diabetes,dia260,,16.6,,17.6,14.2,32.43,12.875
diabetes,dia261,,15.2,,16.4,13.5,44.98,18.0
diabetes,dia262,,13.6,,14.9,11.5,50.06,13.125
diabetes,dia263,,14.2,,18.2,14.1,43.46,13.0
diabetes,dia264,,14.1,,17.5,13.6,44.68,12.875
diabetes,dia265,,15.9,,16.9,14.1,37.94,12.375
diabetes,dia266,,18.5,,20.1,18.7,9.93,13.125
diabetes,dia267,,16.0,,17.4,15.0,35.61,8.2
diabetes,dia268,,15.4,,16.0,13.1,45.9,12.5
diabetes,dia269,,13.5,,13.3,10.5,52.7,7.75
diabetes,dia270,,16.6,,17.6,14.2,32.43,12.875
diabetes,dia271,,15.2,,16.4,13.5,44.98,18.0
diabetes,dia272,,13.6,,14.9,11.5,50.06,13.125
diabetes,dia273,,14.2,,18.2,14.1,43.46,13.0
diabetes,dia274,,14.1,,17.5,13.6,44.68,12.875
diabetes,dia275,,15.9,,16.9,14.1,37.94,12.375
diabetes,dia276,,18.5,,20.1,18.7,9.93,13.125
diabetes,dia277,,15.6,,17.3,14.1,43.26,16.3333333333
diabetes,dia278,,11.8,,11.7,9.9,54.22,5.6875
diabetes,dia279,,10.8,,12.4,9.9,59.64,13.375
diabetes,dia280,,16.3,,19.6,15.9,27.86,12.625
diabetes,dia281,,12.9,,14.5,11.0,56.79,11.875
diabetes,dia282,,16.0,,17.5,14.3,37.34,18.0
diabetes,dia283,,15.6,,21.4,16.2,37.78,25.0
diabetes,dia284,,18.0,,21.0,17.3,18.89,18.3333333333
diabetes,dia285,,12.6,,14.5,11.2,50.77,11.75
diabetes,dia286,,14.7,,15.5,12.5,42.11,8.6
diabetes,dia287,,12.6,,14.5,11.2,50.77,11.75
diabetes,dia288,,15.5,,15.7,13.1,40.58,8.08333333333
diabetes,dia289,,15.9,,17.2,15.0,35.61,13.0
diabetes,dia290,,14.7,,15.5,12.5,42.11,8.6
diabetes,dia291,,17.1,,18.1,15.0,30.09,13.375
diabetes,dia292,,16.4,,18.6,15.9,27.76,8.08333333333
diabetes,dia293,,13.9,,16.6,13.9,43.97,12.25
diabetes,dia294,,12.2,,12.9,9.6,60.55,12.5
diabetes,dia295,,15.5,,19.3,14.6,41.94,13.125
diabetes,dia296,,15.6,,18.4,14.2,43.06,15.0
diabetes,dia297,,16.5,,19.3,15.3,29.38,16.0
diabetes,dia298,,16.0,,16.7,13.2,45.69,12.0
diabetes,dia299,,14.7,,16.6,12.8,46.71,9.0
diabetes,dia300,,13.7,,15.1,12.3,48.03,10.7
diabetes,dia301,,13.4,,16.0,12.3,53.34,25.5
diabetes,dia302,,14.5,,15.1,11.9,48.94,11.6
diabetes,dia303,,13.9,,14.8,11.6,44.34,10.3
diabetes,dia304,,14.6,,14.7,12.2,42.82,10.8
diabetes,dia305,,15.2,,17.6,14.3,37.34,13.625
diabetes,dia306,,14.6,,16.2,13.1,40.48,16.6666666667
diabetes,dia307,,14.9,,16.4,13.5,39.47,8.9
diabetes,dia308,,14.4,,15.8,13.0,40.89,10.6
diabetes,dia309,,14.4,,14.8,12.0,48.74,8.5
diabetes,dia310,,14.6,,15.8,12.4,47.83,10.2
diabetes,dia311,,17.1,,19.1,16.2,32.57,16.6666666667
diabetes,dia312,,15.1,,17.2,15.1,35.41,16.5
diabetes,dia313,,14.8,,16.2,13.2,45.59,10.2
diabetes,dia314,,14.3,,15.6,12.3,47.93,10.4
diabetes,dia315,,14.1,,14.7,11.8,49.25,13.625
diabetes,dia316,,18.1,,20.0,16.4,21.23,10.4
diabetes,dia317,,14.7,,17.2,14.0,43.56,13.625
diabetes,dia318,,14.9,,15.9,13.1,40.58,8.3
diabetes,dia319,,12.2,,11.7,9.3,55.95,6.0
diabetes,dia320,,16.0,,17.8,14.9,35.81,16.3333333333
diabetes,dia321,,13.5,,14.3,11.6,49.96,10.1
diabetes,dia322,,15.8,,18.3,13.9,38.35,13.375
diabetes,dia323,,14.0,,16.7,13.5,44.98,13.5
diabetes,dia324,,14.7,,17.2,14.0,38.25,11.625
diabetes,dia325,,18.2,,22.0,18.2,27.19,13.875
diabetes,dia326,,15.4,,14.8,13.2,40.38,12.375
diabetes,dia327,,17.4,,18.1,14.9,30.5,6.91666666667
diabetes,dia328,,15.0,,17.0,14.2,43.16,13.25
diabetes,dia329,,17.3,,19.8,16.2,32.57,14.5
diabetes,dia330,,14.4,,15.9,13.2,45.69,18.5
diabetes,dia331,,14.0,,15.9,13.4,45.29,18.1666666667
diabetes,dia332,,16.6,,19.1,16.1,27.45,13.25
diabetes,dia333,,13.9,,16.2,12.0,43.53,6.85714285714
diabetes,dia334,,15.8,,18.8,15.2,35.2,25.0
diabetes,dia335,,12.7,,12.6,9.8,54.52,8.6
diabetes,dia336,,13.9,,16.2,12.0,43.53,6.85714285714
diabetes,dia337,,15.8,,18.8,15.2,35.2,25.0
diabetes,dia338,,12.7,,12.6,9.8,54.52,8.6
diabetes,dia339,,14.7,,16.6,13.7,39.06,6.07142857143
diabetes,dia340,,12.6,,13.0,10.8,51.99,11.0
diabetes,dia341,,16.4,,17.0,14.2,37.74,12.375
diabetes,dia342,,14.0,,15.0,11.8,43.83,11.75
diabetes,dia343,,14.8,,14.8,12.7,41.6,11.625
diabetes,dia344,,15.6,,18.5,15.9,33.38,17.0
diabetes,dia346,,14.3,,13.8,12.1,48.54,6.08333333333
diabetes,dia347,,15.5,,19.5,14.9,25.19,8.08333333333
diabetes,dia348,,16.1,,19.7,16.4,31.85,10.2
diabetes,dia349,,13.4,,16.1,12.0,48.74,10.7
diabetes,dia350,,12.5,,14.3,11.5,50.16,13.5
diabetes,dia351,,16.4,,19.0,15.8,28.17,17.1666666667
diabetes,dia352,,16.1,,17.6,13.9,38.45,10.5
diabetes,dia353,,17.4,,18.7,16.2,27.15,11.5
diabetes,dia354,,15.1,,17.6,13.4,34.46,12.0
diabetes,dia355,,14.6,,18.2,15.3,40.11,17.1666666667
diabetes,dia356,,15.1,,16.5,13.1,45.9,12.125
diabetes,dia357,,14.1,,15.6,12.9,41.19,11.1
diabetes,dia358,,13.1,,13.6,10.4,58.42,8.0
diabetes,dia359,,17.1,,19.7,16.3,26.95,12.625
diabetes,dia360,,13.3,,14.0,11.5,50.06,5.92857142857
diabetes,dia361,,20.3,,22.3,18.9,14.63,14.125
diabetes,dia362,,17.6,,21.2,17.7,28.71,25.5
diabetes,dia363,,17.1,,18.6,15.9,22.45,15.25
diabetes,dia364,,18.1,,20.7,18.0,22.48,17.3333333333
diabetes,dia365,,13.8,,15.6,13.0,40.89,12.75
diabetes,dia366,,17.8,,20.9,17.7,23.29,17.0
diabetes,dia367,,15.3,,16.7,14.1,32.53,10.9
diabetes,dia368,,15.6,,16.4,13.5,39.47,8.4
diabetes,dia369,,13.7,,13.7,11.4,44.95,13.625
diabetes,dia370,,15.0,,16.4,13.9,38.45,8.25
diabetes,dia371,,16.3,,17.8,15.2,35.2,6.5
diabetes,dia373,,15.3,,19.8,15.1,40.72,11.875
diabetes,dia374,,13.5,,12.9,10.7,52.09,10.2
diabetes,dia375,,19.0,,22.7,18.1,22.08,10.2
diabetes,dia376,,13.2,,13.0,10.1,59.13,11.625
diabetes,dia377,,12.0,,10.9,8.7,62.68,9.0
diabetes,dia378,,14.5,,14.4,12.2,42.82,11.2
diabetes,dia379,,15.4,,16.5,12.9,41.09,14.125
diabetes,dia380,,12.7,,13.3,10.9,51.68,13.125
diabetes,dia381,,14.9,,16.2,12.4,47.72,11.5
diabetes,dia382,,15.3,,16.8,14.1,37.84,7.9
diabetes,dia383,,14.4,,16.2,13.5,39.57,6.92857142857
diabetes,dia384,,18.2,,21.8,18.1,16.76,26.75
diabetes,dia385,,15.9,,16.8,14.3,37.44,26.75
diabetes,dia386,,13.2,,15.1,12.3,48.13,7.16666666667
diabetes,dia387,,16.2,,21.4,17.4,29.42,18.1666666667
diabetes,dia388,,11.8,,12.7,10.2,53.41,7.08333333333
diabetes,dia389,,15.6,,17.9,13.7,38.96,12.75
diabetes,dia390,,15.1,,16.7,13.8,38.66,12.0
diabetes,dia391,,14.2,,16.3,13.4,39.87,8.08333333333
diabetes,dia392,,12.9,,13.3,11.0,51.38,10.5
diabetes,dia393,,15.1,,16.9,13.8,38.76,18.5
diabetes,dia394,,13.8,,14.0,11.9,38.42,5.875
diabetes,dia395,,14.2,,14.0,12.0,48.84,16.6666666667
diabetes,dia396,,13.5,,14.9,12.0,48.74,17.8333333333
diabetes,dia397,,12.4,,12.8,11.1,51.07,11.2
diabetes,dia398,,12.4,,12.8,11.1,51.07,11.2
diabetes,dia399,,10.9,,11.3,8.5,63.39,4.875
diabetes,dia400,,12.0,,12.1,8.9,51.44,7.08333333333
diabetes,dia401,,14.1,,14.5,11.9,48.94,11.0
diabetes,dia402,,15.0,,17.1,13.7,39.06,13.125
diabetes,dia403,,15.4,,19.0,14.9,41.33,13.375
diabetes,dia404,,15.2,,16.5,14.3,42.85,12.75
diabetes,dia405,,16.1,,18.9,16.2,21.84,7.83333333333
diabetes,dia406,,15.6,,16.3,14.1,37.94,16.5
diabetes,dia407,,15.2,,16.8,13.1,40.58,8.6
diabetes,dia408,,12.4,,12.8,11.1,51.07,11.2
diabetes,dia409,,10.9,,11.3,8.5,63.39,4.875
diabetes,dia410,,12.0,,12.1,8.9,51.44,7.08333333333
diabetes,dia411,,14.1,,14.5,11.9,48.94,11.0
diabetes,dia412,,15.0,,17.1,13.7,39.06,13.125
diabetes,dia413,,15.4,,19.0,14.9,41.33,13.375
diabetes,dia414,,15.2,,16.5,14.3,42.85,12.75
diabetes,dia415,,16.1,,18.9,16.2,21.84,7.83333333333
diabetes,dia416,,15.6,,16.3,14.1,37.94,16.5
diabetes,dia417,,15.2,,16.8,13.1,40.58,8.6
diabetes,dia418,,16.8,,18.5,14.8,36.02,13.125
diabetes,dia419,,16.4,,17.1,14.6,36.73,17.6666666667
diabetes,dia420,,14.1,,16.0,13.3,45.39,12.625
diabetes,dia421,,16.5,,18.3,15.4,29.08,13.375
diabetes,dia422,,12.0,,12.2,10.3,58.52,17.0
diabetes,dia423,,13.5,,15.1,12.1,48.64,13.375
diabetes,dia424,,12.8,,14.5,11.2,50.77,8.33333333333
diabetes,dia425,,14.4,,15.5,12.6,47.22,13.25
diabetes,dia426,,15.8,,17.9,15.3,29.38,12.375
diabetes,dia427,,14.5,,16.4,12.5,47.62,11.625
diabetes,dia428,,12.8,,16.1,12.8,52.12,25.5
diabetes,dia429,,14.1,,13.5,11.5,44.64,7.5
diabetes,dia430,,13.5,,17.0,12.9,46.51,11.875
diabetes,dia431,,14.1,,15.8,12.9,41.19,12.25
diabetes,dia432,,16.9,,18.7,15.9,27.86,17.5
diabetes,dia433,,14.6,,18.9,14.3,42.75,13.0
diabetes,dia434,,15.9,,18.3,15.6,28.77,12.5
diabetes,dia435,,14.6,,16.2,13.2,40.28,15.0
diabetes,dia436,,11.5,,10.7,8.4,63.49,13.375
diabetes,dia437,,13.2,,14.1,11.2,50.87,6.14285714286
diabetes,dia438,,15.6,,19.2,13.5,39.47,12.125
diabetes,dia439,,12.5,,14.2,10.8,46.57,5.0625
diabetes,dia440,,12.0,,13.1,10.1,53.71,5.5625
diabetes,dia441,,15.4,,15.6,13.7,38.96,12.5
diabetes,dia443,,14.3,,16.6,13.0,46.1,13.0
diabetes,dia444,,12.8,,14.8,11.5,50.16,7.91666666667
diabetes,dia445,,15.4,,17.6,13.8,38.76,10.1
diabetes,dia446,,13.6,,15.4,11.6,44.44,10.8
diabetes,dia447,,14.5,,15.9,12.3,48.03,8.9
diabetes,dia448,,15.4,,17.6,13.8,38.76,10.1
diabetes,dia449,,13.6,,15.4,11.6,44.44,10.8
diabetes,dia450,,14.5,,15.9,12.3,48.03,8.9
diabetes,dia451,,12.1,,13.5,10.5,58.01,7.33333333333
diabetes,dia452,,14.9,,17.4,13.2,45.8,24.25
diabetes,dia453,,15.2,,16.4,13.7,38.96,15.0
diabetes,dia454,,13.7,,15.8,11.9,54.46,12.375
diabetes,dia455,,14.2,,14.9,12.9,46.51,6.83333333333
diabetes,dia456,,12.7,,13.4,10.9,51.68,12.625
diabetes,dia457,,13.9,,16.1,12.7,41.5,12.375
diabetes,dia458,,16.9,,20.5,17.1,30.03,15.0
diabetes,dia459,,15.6,,19.8,16.1,38.18,12.125
diabetes,dia460,,17.5,,19.2,15.4,29.08,17.5
diabetes,dia461,,13.9,,14.8,13.1,40.69,10.2
diabetes,dia462,,16.4,,17.8,15.9,22.55,15.0
diabetes,dia463,,14.2,,14.9,11.8,49.25,12.125
